电影名,评价,label,短评,上映年份,评分,评价人数,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长
乱世佳人,力荐,1.0,确实不错，有些人可能认为此片或许是借助原著、徒有虚名，但是在观看之后认为这的确是相当出色的电影，影片极长，但毫无拖拉之感，故事性浓厚，情节连贯。能够至今依然被津津乐道的经典老片自然不差。费雯丽不仅仅外表艳丽而且演技上乘。,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,力荐,1.0,无论何时看都能将你带入那个年代，他们的生活。,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,较差,0.0,看的国语配音版。，特别好，不然我会看不下去这部将近四小时的电影。电影固然有时代的枷锁，女性成长独立的一面有所体现。为RB船长叹息。,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,较差,0.0,没读过原著，只看电影，看到评分那么高还很期待。三个多小时看完，画面音乐真的无可挑剔，但是，故事并没有很吸引我，甚至有些离谱，第一次为了赌气，草率的嫁人，第二次为了钱，草率的嫁人，真就全世界围你转呗，别人都是工具人？那些男的人家招你惹你了，让你拿来当大怨种？好，你说第一次年少轻狂，第二次不想挨饿，不择手段奋发图强，那你结婚了，瑞德没有哪里做的不好，很专一，很温柔，你今天想阿什利，明天又不生孩子，男主都忍了，只是我万万没想到，这部电影男主竟然都没逃脱当大怨种的宿命，天天扭鼻子歪脸的，是我早跑了。看到最后一句话总结就是，关于我的白月光死活不肯跟我在一起，我飘零半生跟好几个我不爱的大怨种结婚凑合过，最后才醒悟黄花菜都凉了的故事。呵呵呵。,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,较差,0.0,实在受不了这部恶心到长达近4个小时的blabla烂片了,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,较差,0.0,蠢。惹人讨厌。男女都是。一般的电影我看25分钟就决定弃不弃。这个坚忍地看了48分钟，就算是经典也给足面子了罢。,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,很差,0.0,盎撒畜牲的价值观一览无余， 自私自利 男盗女娼 拍成了主旋律,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,较差,0.0,我坚持又坚持~~还是没看完~~,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,较差,0.0,看不懂！斯嘉丽除了美丽，，具有女性的任性、拜金等劣迹，瑞德富有、乐观、上进、成熟、勇敢、爱子，具有男人应有优点，真是渣女遇男神！女方还不懂珍惜。两颗星、一颗给所有配角、一颗星给田园生活。,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,较差,0.0,果然没有一部伟大的爱情电影是婚内的。我一根筋看不出太多东西，4个小时的时间只能看出斯嘉丽对婚姻和爱情不忠，她这些恶劣行径要是换成男性，早被骂死全家了。,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
乱世佳人,较差,0.0,80年前的电影，情节极为拖沓，真的受不了。4个小时啊~~看的我腰酸背痛腿抽筋。。。要是在节奏上和05版的《傲慢与偏见》类似的话也许还可以好好看看。,1939,9.3,682309,维克多·弗莱明 / 乔治·库克 / 山姆·伍德,玛格丽特·米切尔 / 西德尼·霍华德 / 奥利弗·H·P·加勒特 / 本·赫克特 / 乔·斯沃林 / 约翰·范·德鲁登,费雯·丽 / 克拉克·盖博 / 奥利维娅·德哈维兰 / 托马斯·米切尔 / 芭芭拉·欧内尔 / 伊夫林·凯耶斯 / 安·卢瑟福德 / 乔治·里弗斯 / 弗莱德·克莱恩 / 海蒂·麦克丹尼尔斯 / 奥斯卡·波尔克 / 巴特弗莱·麦昆 / 维克托·乔里 / 埃弗雷特·布朗 / 霍华德·C·希克曼 / 艾丽西亚·瑞特 / 莱斯利·霍华德 / 兰德·布鲁克斯 / 卡洛尔·奈 / 劳拉·霍普·克鲁斯 / 埃迪·安德森 / 哈里·达文波特 / 利昂娜·罗伯特 / 简·达威尔 / 欧娜·满森 / 保罗·赫斯特 / 伊莎贝尔·朱尔 / 卡米·金·肯伦 / 艾瑞克·林登 / J·M·克里根 / 沃德·邦德 / 莉莲·肯布尔-库珀,剧情 / 爱情 / 历史 / 战争,美国,英语,1939-12-15(亚特兰大首映) / 1940-01-17(美国),238分钟 / 234分钟
素媛,力荐,1.0,看到素媛进医院就虐哭了   “我觉得叔叔没伞，我应该给他撑伞”   一个这么听话的小女孩不该遭受这样不幸   爸爸是特别好的爸爸   无声的爱维护她幼小受伤的心灵   韩国的法制这么轻才判十二年   对于这样的社会败类怎么能这么轻易放过,2013,9.3,678118,李濬益,金智慧 / 曹重勋 / 金成旭,薛景求 / 严志媛 / 李来 / 金海淑 / 金相镐 / 罗美兰 / 杨真诚 / 权泰元,剧情,www.wish-movie.kr,韩国,韩语,2013-10-02(韩国)
素媛,力荐,1.0,简单温情感动,2013,9.3,678118,李濬益,金智慧 / 曹重勋 / 金成旭,薛景求 / 严志媛 / 李来 / 金海淑 / 金相镐 / 罗美兰 / 杨真诚 / 权泰元,剧情,www.wish-movie.kr,韩国,韩语,2013-10-02(韩国)
素媛,力荐,1.0,撕心裂肺的痛，用语言也表达不了对那施暴的恨,2013,9.3,678118,李濬益,金智慧 / 曹重勋 / 金成旭,薛景求 / 严志媛 / 李来 / 金海淑 / 金相镐 / 罗美兰 / 杨真诚 / 权泰元,剧情,www.wish-movie.kr,韩国,韩语,2013-10-02(韩国)
素媛,力荐,1.0,"百分之一可能发生的坏事，落到当事人身上就是百分之百的伤痛
应该是目前为止流泪最多的电影了",2013,9.3,678118,李濬益,金智慧 / 曹重勋 / 金成旭,薛景求 / 严志媛 / 李来 / 金海淑 / 金相镐 / 罗美兰 / 杨真诚 / 权泰元,剧情,www.wish-movie.kr,韩国,韩语,2013-10-02(韩国)
素媛,力荐,1.0,既让人泪流满面又让人咬牙切齿。为什么我们拍不出这样的电影？因为我们的法制不容置疑？因为我们的文化不被允许解剖社会的险恶和复杂？,2013,9.3,678118,李濬益,金智慧 / 曹重勋 / 金成旭,薛景求 / 严志媛 / 李来 / 金海淑 / 金相镐 / 罗美兰 / 杨真诚 / 权泰元,剧情,www.wish-movie.kr,韩国,韩语,2013-10-02(韩国)
素媛,力荐,1.0,结合最近名校家教老师强奸猥亵学生的新闻，真的是难受。,2013,9.3,678118,李濬益,金智慧 / 曹重勋 / 金成旭,薛景求 / 严志媛 / 李来 / 金海淑 / 金相镐 / 罗美兰 / 杨真诚 / 权泰元,剧情,www.wish-movie.kr,韩国,韩语,2013-10-02(韩国)
素媛,力荐,1.0,哭瞎,2013,9.3,678118,李濬益,金智慧 / 曹重勋 / 金成旭,薛景求 / 严志媛 / 李来 / 金海淑 / 金相镐 / 罗美兰 / 杨真诚 / 权泰元,剧情,www.wish-movie.kr,韩国,韩语,2013-10-02(韩国)
飞屋环游记,力荐,1.0,PIXAR总是这么perfect.原来和爱人相守一生是最大的冒险,2009,9.1,1307853,彼特·道格特 / 鲍勃·彼德森,彼特·道格特 / 鲍勃·彼德森 / 汤姆·麦卡锡,爱德华·阿斯纳 / 克里斯托弗·普卢默 / 乔丹·长井 / 鲍勃·彼德森 / 德尔罗伊·林多 / 杰罗姆·兰福特 / 约翰·拉岑贝格 / 大卫·卡耶 / 艾丽·道克特 / 杰里米·利里 / 米凯·麦高万 / 丹尼·曼恩 / 唐纳德·富利洛夫 / 杰斯·哈梅尔 / 乔什·库雷 / 彼特·道格特,剧情 / 喜剧 / 动画 / 冒险,美国,英语,2009-08-04(中国大陆) / 2009-05-13(戛纳电影节) / 2009-05-29(美国),96分钟
飞屋环游记,力荐,1.0,最好的動畫,2009,9.1,1307853,彼特·道格特 / 鲍勃·彼德森,彼特·道格特 / 鲍勃·彼德森 / 汤姆·麦卡锡,爱德华·阿斯纳 / 克里斯托弗·普卢默 / 乔丹·长井 / 鲍勃·彼德森 / 德尔罗伊·林多 / 杰罗姆·兰福特 / 约翰·拉岑贝格 / 大卫·卡耶 / 艾丽·道克特 / 杰里米·利里 / 米凯·麦高万 / 丹尼·曼恩 / 唐纳德·富利洛夫 / 杰斯·哈梅尔 / 乔什·库雷 / 彼特·道格特,剧情 / 喜剧 / 动画 / 冒险,美国,英语,2009-08-04(中国大陆) / 2009-05-13(戛纳电影节) / 2009-05-29(美国),96分钟
飞屋环游记,力荐,1.0,“如果说去旅行去冒险是为了遇见不曾见过的美妙景色， 经历不曾想过的充实人生， 那么与你的相遇相守就是我能想到的最美丽的冒险”—— Thanks for the adventures.,2009,9.1,1307853,彼特·道格特 / 鲍勃·彼德森,彼特·道格特 / 鲍勃·彼德森 / 汤姆·麦卡锡,爱德华·阿斯纳 / 克里斯托弗·普卢默 / 乔丹·长井 / 鲍勃·彼德森 / 德尔罗伊·林多 / 杰罗姆·兰福特 / 约翰·拉岑贝格 / 大卫·卡耶 / 艾丽·道克特 / 杰里米·利里 / 米凯·麦高万 / 丹尼·曼恩 / 唐纳德·富利洛夫 / 杰斯·哈梅尔 / 乔什·库雷 / 彼特·道格特,剧情 / 喜剧 / 动画 / 冒险,美国,英语,2009-08-04(中国大陆) / 2009-05-13(戛纳电影节) / 2009-05-29(美国),96分钟
飞屋环游记,力荐,1.0,最后那些最无聊的事情，才是最值得怀念的。,2009,9.1,1307853,彼特·道格特 / 鲍勃·彼德森,彼特·道格特 / 鲍勃·彼德森 / 汤姆·麦卡锡,爱德华·阿斯纳 / 克里斯托弗·普卢默 / 乔丹·长井 / 鲍勃·彼德森 / 德尔罗伊·林多 / 杰罗姆·兰福特 / 约翰·拉岑贝格 / 大卫·卡耶 / 艾丽·道克特 / 杰里米·利里 / 米凯·麦高万 / 丹尼·曼恩 / 唐纳德·富利洛夫 / 杰斯·哈梅尔 / 乔什·库雷 / 彼特·道格特,剧情 / 喜剧 / 动画 / 冒险,美国,英语,2009-08-04(中国大陆) / 2009-05-13(戛纳电影节) / 2009-05-29(美国),96分钟
飞屋环游记,力荐,1.0,即使没有想象中的那么好，但是依旧温馨，感人，PIXAR万岁。,2009,9.1,1307853,彼特·道格特 / 鲍勃·彼德森,彼特·道格特 / 鲍勃·彼德森 / 汤姆·麦卡锡,爱德华·阿斯纳 / 克里斯托弗·普卢默 / 乔丹·长井 / 鲍勃·彼德森 / 德尔罗伊·林多 / 杰罗姆·兰福特 / 约翰·拉岑贝格 / 大卫·卡耶 / 艾丽·道克特 / 杰里米·利里 / 米凯·麦高万 / 丹尼·曼恩 / 唐纳德·富利洛夫 / 杰斯·哈梅尔 / 乔什·库雷 / 彼特·道格特,剧情 / 喜剧 / 动画 / 冒险,美国,英语,2009-08-04(中国大陆) / 2009-05-13(戛纳电影节) / 2009-05-29(美国),96分钟
飞屋环游记,力荐,1.0,最爱最爱这座飞翔的小房子了,2009,9.1,1307853,彼特·道格特 / 鲍勃·彼德森,彼特·道格特 / 鲍勃·彼德森 / 汤姆·麦卡锡,爱德华·阿斯纳 / 克里斯托弗·普卢默 / 乔丹·长井 / 鲍勃·彼德森 / 德尔罗伊·林多 / 杰罗姆·兰福特 / 约翰·拉岑贝格 / 大卫·卡耶 / 艾丽·道克特 / 杰里米·利里 / 米凯·麦高万 / 丹尼·曼恩 / 唐纳德·富利洛夫 / 杰斯·哈梅尔 / 乔什·库雷 / 彼特·道格特,剧情 / 喜剧 / 动画 / 冒险,美国,英语,2009-08-04(中国大陆) / 2009-05-13(戛纳电影节) / 2009-05-29(美国),96分钟
飞屋环游记,力荐,1.0,赞！,2009,9.1,1307853,彼特·道格特 / 鲍勃·彼德森,彼特·道格特 / 鲍勃·彼德森 / 汤姆·麦卡锡,爱德华·阿斯纳 / 克里斯托弗·普卢默 / 乔丹·长井 / 鲍勃·彼德森 / 德尔罗伊·林多 / 杰罗姆·兰福特 / 约翰·拉岑贝格 / 大卫·卡耶 / 艾丽·道克特 / 杰里米·利里 / 米凯·麦高万 / 丹尼·曼恩 / 唐纳德·富利洛夫 / 杰斯·哈梅尔 / 乔什·库雷 / 彼特·道格特,剧情 / 喜剧 / 动画 / 冒险,美国,英语,2009-08-04(中国大陆) / 2009-05-13(戛纳电影节) / 2009-05-29(美国),96分钟
十二怒汉,力荐,1.0,知道这是一部牛片，只是没想到居然这么牛。,1957,9.4,482696,西德尼·吕美特,雷金纳德·罗斯,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼 / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,剧情,美国,英语,1957-04-10(美国),96分钟
十二怒汉,力荐,1.0,一个人在与11个人持对立观点的情况下如何一一说服众人并反败为胜！,1957,9.4,482696,西德尼·吕美特,雷金纳德·罗斯,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼 / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,剧情,美国,英语,1957-04-10(美国),96分钟
十二怒汉,力荐,1.0,偏见总是遮蔽了真相。,1957,9.4,482696,西德尼·吕美特,雷金纳德·罗斯,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼 / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,剧情,美国,英语,1957-04-10(美国),96分钟
十二怒汉,力荐,1.0,真理掌握在少数人手中。,1957,9.4,482696,西德尼·吕美特,雷金纳德·罗斯,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼 / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,剧情,美国,英语,1957-04-10(美国),96分钟
十二怒汉,力荐,1.0,居然对着英文字幕看得津津有味,1957,9.4,482696,西德尼·吕美特,雷金纳德·罗斯,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼 / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,剧情,美国,英语,1957-04-10(美国),96分钟
十二怒汉,力荐,1.0,要么你能证实，要么你能证伪，既不能证实，也不能证伪，那么只能是存疑，在无效的直接证明之前，不能说有罪。“当人群在做一个集体决定的时候，我们往往会忽略这个做决定的过程本身，而这个过程很可能导致结果的走向。”就哲学、法律和伦理来看，一个极其严肃的审判，更关怀的是人心大哉问，这里是严谨的逻辑，理性的自觉，公正的自主，内怀的慈悲，整个辩论过程充满人道主义。这是一部伟大的电影！9.6,1957,9.4,482696,西德尼·吕美特,雷金纳德·罗斯,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼 / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,剧情,美国,英语,1957-04-10(美国),96分钟
十二怒汉,力荐,1.0,美国的陪审制度从某种程度上实现了民主和精英的共存，他建立在这样一个很康德的基础之上，就是人类具有理性，所以可以被启蒙，可以根据事实判断。但是这个例子却不适合推广，因为作为陪审的客观决定的是他人的利益，而在公共事务中却是对利益的冲突进行决策。不管怎么说，一等一的好片，剧情张力表演。,1957,9.4,482696,西德尼·吕美特,雷金纳德·罗斯,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼 / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,剧情,美国,英语,1957-04-10(美国),96分钟
十二怒汉,力荐,1.0,电影对民主制度和人性最好的鼓吹。50多年前的片，放现在来看剧本也非常巧妙，人物性格鲜明的很~,1957,9.4,482696,西德尼·吕美特,雷金纳德·罗斯,亨利·方达 / 马丁·鲍尔萨姆 / 约翰·菲德勒 / 李·科布 / E.G.马绍尔 / 杰克·克卢格曼 / 爱德华·宾斯 / 杰克·瓦尔登 / 约瑟夫·史威尼 / 埃德·贝格利 / 乔治·沃斯科维奇 / 罗伯特·韦伯,剧情,美国,英语,1957-04-10(美国),96分钟
